Lower tier local authorities Code,Lower tier local authorities,General health (3 categories) Code,General health (3 categories),Method used to travel to workplace (12 categories) Code,Method used to travel to workplace (12 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Hours worked (3 categories) Code,Hours worked (3 categories),Observation
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,1
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,24
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,7
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,46
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",3,L7: Intermediate occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,2
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,23
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,3
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,27
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,25
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",6,L12: Semi-routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,8
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,23
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",7,L13: Routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",7,L13: Routine occupations,1,Part-time: 30 hours or less worked,8
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",7,L13: Routine occupations,2,Full-time: 31 or more hours worked,43
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",9,L15: Full-time students,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",9,L15: Full-time students,1,Part-time: 30 hours or less worked,10
E06000036,Bracknell Forest,1,Good health,6,"Motorcycle, scooter or moped",9,L15: Full-time students,2,Full-time: 31 or more hours worked,3
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,-8,Does not apply,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,285
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,2630
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,1237
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,6332
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,3,L7: Intermediate occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,1195
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,2499
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,1350
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,3066
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,288
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,2248
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,6,L12: Semi-routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,1322
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,1888
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,7,L13: Routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,834
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,1943
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,9,L15: Full-time students,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,9,L15: Full-time students,1,Part-time: 30 hours or less worked,276
E06000036,Bracknell Forest,1,Good health,7,Driving a car or van,9,L15: Full-time students,2,Full-time: 31 or more hours worked,119
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,-8,Does not apply,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,6
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,48
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,39
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,181
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,3,L7: Intermediate occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,59
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,111
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,94
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,250
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,25
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,132
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,6,L12: Semi-routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,178
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,219
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,7,L13: Routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,119
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,185
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,9,L15: Full-time students,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,9,L15: Full-time students,1,Part-time: 30 hours or less worked,292
E06000036,Bracknell Forest,1,Good health,8,Passenger in a car or van,9,L15: Full-time students,2,Full-time: 31 or more hours worked,21
E06000036,Bracknell Forest,1,Good health,9,Bicycle,-8,Does not apply,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,9,Bicycle,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,1,Good health,9,Bicycle,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,1,Good health,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,3
E06000036,Bracknell Forest,1,Good health,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,49
E06000036,Bracknell Forest,1,Good health,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,21
E06000036,Bracknell Forest,1,Good health,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,154
E06000036,Bracknell Forest,1,Good health,9,Bicycle,3,L7: Intermediate occupations,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,9,Bicycle,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,19
E06000036,Bracknell Forest,1,Good health,9,Bicycle,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,53
E06000036,Bracknell Forest,1,Good health,9,Bicycle,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E06000036,Bracknell Forest,1,Good health,9,Bicycle,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,19
